order_id,sku_id,category,supplier,warehouse,transport_mode,order_qty,fulfilled_qty,unit_cost,order_date,delivery_date,lead_time_days,on_time_delivery,fill_rate,order_value
ORD10387,SKU1010,Cosmetics,Vendor_07,WH_Mumbai,Rail,94,64,25.41,2023-04-14,2023-04-22,6,0,0.682,2388.54
ORD10388,SKU1006,Haircare,Vendor_05,WH_Chennai,Air,366,226,88.19,2023-09-01,2023-09-04,3,1,0.62,32277.54
ORD10389,SKU1002,Skincare,Vendor_06,WH_Chennai,Road,37,34,83.79,2023-03-31,2023-04-09,7,0,0.93,3100.23
ORD10390,SKU1003,Skincare,Vendor_01,WH_Chennai,Rail,59,58,74.14,2024-10-15,2024-10-24,7,0,0.991,4374.26
ORD10391,SKU1013,Cosmetics,Vendor_05,WH_Chennai,Sea,69,43,89.73,2024-05-15,2024-06-02,16,0,0.636,6191.37
ORD10392,SKU1002,Skincare,Vendor_07,WH_Chennai,Air,199,140,83.79,2024-04-01,2024-04-03,2,1,0.705,16674.21
ORD10393,SKU1004,Skincare,Vendor_05,WH_Bangalore,Road,125,79,18.49,2024-12-14,2024-12-19,5,1,0.634,2311.25
ORD10394,SKU1012,Cosmetics,Vendor_07,WH_Chennai,Rail,287,266,102.92,2023-03-04,2023-03-17,10,0,0.927,29538.04
ORD10395,SKU1008,Haircare,Vendor_08,WH_Delhi,Rail,361,273,98.66,2023-11-03,2023-11-12,9,1,0.758,35616.26
ORD10396,SKU1008,Haircare,Vendor_03,WH_Mumbai,Road,302,298,98.66,2023-06-27,2023-07-05,7,1,0.989,29795.32
ORD10397,SKU1002,Skincare,Vendor_07,WH_Mumbai,Road,31,30,83.79,2024-03-21,2024-03-31,9,1,0.999,2597.49
ORD10398,SKU1013,Cosmetics,Vendor_05,WH_Chennai,Air,314,237,89.73,2023-03-10,2023-03-16,6,1,0.755,28175.22
ORD10399,SKU1008,Haircare,Vendor_05,WH_Mumbai,Sea,176,113,98.66,2024-12-18,2025-01-03,13,0,0.645,17364.16
ORD10400,SKU1002,Skincare,Vendor_02,WH_Bangalore,Road,300,284,83.79,2023-04-14,2023-04-24,8,0,0.947,25137.0
ORD10401,SKU1014,Cosmetics,Vendor_05,WH_Bangalore,Sea,220,135,116.99,2024-05-12,2024-06-02,18,0,0.615,25737.8
ORD10402,SKU1006,Haircare,Vendor_07,WH_Chennai,Road,83,51,88.19,2023-12-06,2023-12-14,7,1,0.62,7319.77
ORD10403,SKU1014,Cosmetics,Vendor_06,WH_Chennai,Road,147,104,116.99,2023-11-07,2023-11-15,6,0,0.712,17197.53
ORD10404,SKU1013,Cosmetics,Vendor_02,WH_Bangalore,Rail,366,333,89.73,2023-11-04,2023-11-14,7,0,0.91,32841.18
ORD10405,SKU1004,Skincare,Vendor_07,WH_Chennai,Road,383,369,18.49,2024-03-28,2024-04-03,5,1,0.965,7081.67
ORD10406,SKU1011,Cosmetics,Vendor_06,WH_Chennai,Road,258,186,18.39,2023-06-12,2023-06-20,8,1,0.724,4744.62
ORD10407,SKU1002,Skincare,Vendor_01,WH_Chennai,Rail,409,286,83.79,2023-07-25,2023-08-01,7,1,0.7,34270.11
ORD10408,SKU1000,Skincare,Vendor_06,WH_Delhi,Rail,480,384,79.62,2024-01-13,2024-01-24,8,0,0.802,38217.6
ORD10409,SKU1010,Cosmetics,Vendor_04,WH_Chennai,Air,25,16,25.41,2024-08-31,2024-09-07,4,0,0.671,635.25
ORD10410,SKU1009,Haircare,Vendor_06,WH_Chennai,Air,292,208,86.19,2023-09-22,2023-09-24,2,1,0.714,25167.48
ORD10411,SKU1000,Skincare,Vendor_04,WH_Chennai,Rail,93,65,79.62,2023-08-19,2023-08-31,11,1,0.708,7404.66
ORD10412,SKU1008,Haircare,Vendor_01,WH_Delhi,Sea,20,16,98.66,2024-10-24,2024-11-08,14,1,0.84,1973.2
ORD10413,SKU1003,Skincare,Vendor_05,WH_Mumbai,Air,139,108,74.14,2024-01-21,2024-01-27,4,0,0.784,10305.46
ORD10414,SKU1007,Haircare,Vendor_07,WH_Bangalore,Road,164,135,32.69,2024-06-07,2024-06-13,4,0,0.825,5361.16
ORD10415,SKU1004,Skincare,Vendor_02,WH_Bangalore,Sea,360,308,18.49,2023-12-11,2023-12-26,13,0,0.856,6656.4
ORD10416,SKU1004,Skincare,Vendor_05,WH_Chennai,Rail,345,331,18.49,2024-06-13,2024-06-21,7,1,0.96,6379.05
ORD10417,SKU1010,Cosmetics,Vendor_03,WH_Chennai,Road,173,121,25.41,2024-05-24,2024-06-04,9,0,0.704,4395.93
ORD10418,SKU1006,Haircare,Vendor_01,WH_Chennai,Rail,208,182,88.19,2024-12-31,2025-01-09,8,1,0.875,18343.52
ORD10419,SKU1014,Cosmetics,Vendor_06,WH_Chennai,Air,491,352,116.99,2024-11-04,2024-11-07,2,1,0.718,57442.09
ORD10420,SKU1002,Skincare,Vendor_05,WH_Mumbai,Rail,389,268,83.79,2023-12-10,2023-12-21,11,1,0.689,32594.31
ORD10421,SKU1011,Cosmetics,Vendor_05,WH_Chennai,Sea,456,380,18.39,2024-01-16,2024-02-02,15,0,0.834,8385.84
ORD10422,SKU1013,Cosmetics,Vendor_08,WH_Mumbai,Road,70,55,89.73,2024-08-20,2024-08-29,9,1,0.789,6281.1
ORD10423,SKU1008,Haircare,Vendor_07,WH_Mumbai,Air,71,46,98.66,2023-02-25,2023-03-02,4,1,0.655,7004.86
ORD10424,SKU1005,Haircare,Vendor_08,WH_Mumbai,Rail,219,174,75.43,2023-07-04,2023-07-12,8,1,0.795,16519.17
ORD10425,SKU1005,Haircare,Vendor_01,WH_Mumbai,Road,334,301,75.43,2023-10-08,2023-10-16,7,1,0.904,25193.62
ORD10426,SKU1009,Haircare,Vendor_03,WH_Chennai,Sea,401,342,86.19,2023-05-13,2023-05-29,13,0,0.853,34562.19
ORD10427,SKU1006,Haircare,Vendor_07,WH_Delhi,Road,254,226,88.19,2024-06-30,2024-07-05,4,1,0.892,22400.26
ORD10428,SKU1014,Cosmetics,Vendor_04,WH_Bangalore,Road,174,120,116.99,2023-01-05,2023-01-15,9,1,0.691,20356.26
ORD10429,SKU1004,Skincare,Vendor_02,WH_Delhi,Sea,76,50,18.49,2024-08-25,2024-09-13,17,0,0.667,1405.24
ORD10430,SKU1004,Skincare,Vendor_05,WH_Mumbai,Sea,495,382,18.49,2024-06-16,2024-07-06,18,0,0.773,9152.55
ORD10431,SKU1005,Haircare,Vendor_08,WH_Mumbai,Air,471,286,75.43,2023-06-18,2023-06-23,2,0,0.608,35527.53
ORD10432,SKU1011,Cosmetics,Vendor_04,WH_Delhi,Road,77,49,18.39,2024-05-31,2024-06-09,8,1,0.649,1416.03
ORD10433,SKU1006,Haircare,Vendor_05,WH_Delhi,Road,458,394,88.19,2023-02-19,2023-02-27,8,1,0.861,40391.02
ORD10434,SKU1000,Skincare,Vendor_02,WH_Chennai,Sea,363,297,79.62,2024-01-25,2024-02-10,16,1,0.819,28902.06
ORD10435,SKU1011,Cosmetics,Vendor_04,WH_Bangalore,Road,88,76,18.39,2024-03-06,2024-03-12,6,1,0.865,1618.32
ORD10436,SKU1009,Haircare,Vendor_03,WH_Delhi,Sea,320,228,86.19,2024-06-07,2024-06-20,13,1,0.713,27580.8
ORD10437,SKU1007,Haircare,Vendor_04,WH_Bangalore,Air,111,97,32.69,2023-07-26,2023-08-02,5,0,0.881,3628.59
ORD10438,SKU1002,Skincare,Vendor_08,WH_Delhi,Rail,30,20,83.79,2024-05-07,2024-05-20,11,0,0.694,2513.7
ORD10439,SKU1010,Cosmetics,Vendor_02,WH_Delhi,Sea,55,48,25.41,2023-04-03,2023-04-17,14,1,0.889,1397.55
ORD10440,SKU1014,Cosmetics,Vendor_04,WH_Mumbai,Sea,141,87,116.99,2023-09-28,2023-10-16,15,0,0.62,16495.59
ORD10441,SKU1013,Cosmetics,Vendor_05,WH_Delhi,Air,30,26,89.73,2023-11-17,2023-11-26,6,0,0.895,2691.9
ORD10442,SKU1013,Cosmetics,Vendor_01,WH_Chennai,Road,398,290,89.73,2024-11-10,2024-11-16,5,1,0.731,35712.54
ORD10443,SKU1009,Haircare,Vendor_02,WH_Chennai,Air,147,111,86.19,2023-07-07,2023-07-10,3,1,0.76,12669.93
ORD10444,SKU1004,Skincare,Vendor_07,WH_Delhi,Sea,437,281,18.49,2024-10-26,2024-11-12,16,1,0.645,8080.13
ORD10445,SKU1013,Cosmetics,Vendor_02,WH_Chennai,Sea,91,61,89.73,2024-05-09,2024-05-29,17,0,0.673,8165.43
ORD10446,SKU1012,Cosmetics,Vendor_01,WH_Chennai,Rail,193,184,102.92,2024-05-14,2024-05-23,9,1,0.955,19863.56
ORD10447,SKU1000,Skincare,Vendor_05,WH_Bangalore,Air,42,41,79.62,2024-12-22,2024-12-24,1,1,0.991,3344.04
ORD10448,SKU1008,Haircare,Vendor_02,WH_Chennai,Sea,277,204,98.66,2023-09-12,2023-10-03,18,0,0.738,27328.82
ORD10449,SKU1002,Skincare,Vendor_01,WH_Mumbai,Road,439,413,83.79,2023-06-10,2023-06-22,9,0,0.941,36783.81
ORD10450,SKU1001,Skincare,Vendor_08,WH_Mumbai,Air,394,244,35.43,2023-12-05,2023-12-09,2,0,0.62,13959.42
ORD10451,SKU1008,Haircare,Vendor_07,WH_Chennai,Sea,339,263,98.66,2023-03-22,2023-04-08,14,0,0.778,33445.74
ORD10452,SKU1001,Skincare,Vendor_08,WH_Delhi,Sea,448,402,35.43,2023-05-02,2023-05-20,15,0,0.898,15872.64
ORD10453,SKU1001,Skincare,Vendor_07,WH_Bangalore,Road,216,200,35.43,2024-07-16,2024-07-24,8,1,0.93,7652.88
ORD10454,SKU1014,Cosmetics,Vendor_04,WH_Chennai,Sea,270,250,116.99,2024-01-08,2024-01-23,15,1,0.927,31587.3
ORD10455,SKU1005,Haircare,Vendor_08,WH_Mumbai,Air,296,189,75.43,2024-04-08,2024-04-14,6,1,0.639,22327.28
ORD10456,SKU1000,Skincare,Vendor_06,WH_Delhi,Air,184,162,79.62,2024-06-18,2024-06-25,5,0,0.881,14650.08
ORD10457,SKU1014,Cosmetics,Vendor_08,WH_Mumbai,Rail,94,65,116.99,2024-02-24,2024-03-06,11,1,0.702,10997.06
ORD10458,SKU1003,Skincare,Vendor_07,WH_Chennai,Rail,71,45,74.14,2023-07-15,2023-07-26,9,0,0.643,5263.94
ORD10459,SKU1000,Skincare,Vendor_02,WH_Delhi,Sea,484,477,79.62,2024-11-05,2024-11-22,16,1,0.986,38536.08
ORD10460,SKU1008,Haircare,Vendor_01,WH_Mumbai,Sea,386,338,98.66,2024-05-09,2024-05-27,17,1,0.877,38082.76
ORD10461,SKU1011,Cosmetics,Vendor_03,WH_Chennai,Road,427,342,18.39,2024-11-04,2024-11-13,7,0,0.802,7852.53
ORD10462,SKU1006,Haircare,Vendor_04,WH_Mumbai,Air,321,250,88.19,2023-12-18,2023-12-24,4,0,0.781,28308.99
ORD10463,SKU1002,Skincare,Vendor_05,WH_Bangalore,Air,221,150,83.79,2024-07-20,2024-07-27,6,1,0.68,18517.59
ORD10464,SKU1010,Cosmetics,Vendor_03,WH_Bangalore,Rail,186,164,25.41,2024-07-09,2024-07-21,10,0,0.884,4726.26
ORD10465,SKU1008,Haircare,Vendor_07,WH_Mumbai,Air,255,155,98.66,2023-01-14,2023-01-18,4,1,0.61,25158.3
ORD10466,SKU1000,Skincare,Vendor_01,WH_Mumbai,Rail,353,308,79.62,2023-06-14,2023-06-24,8,0,0.873,28105.86
ORD10467,SKU1013,Cosmetics,Vendor_05,WH_Delhi,Rail,41,37,89.73,2023-02-03,2023-02-15,10,0,0.926,3678.93
ORD10468,SKU1009,Haircare,Vendor_04,WH_Delhi,Sea,454,398,86.19,2024-06-07,2024-06-23,14,0,0.877,39130.26
ORD10469,SKU1014,Cosmetics,Vendor_07,WH_Bangalore,Sea,205,124,116.99,2023-11-17,2023-12-05,18,1,0.605,23982.95
ORD10470,SKU1003,Skincare,Vendor_08,WH_Mumbai,Rail,327,294,74.14,2024-12-22,2025-01-04,11,0,0.902,24243.78
ORD10471,SKU1012,Cosmetics,Vendor_04,WH_Mumbai,Air,381,257,102.92,2023-07-01,2023-07-05,4,1,0.675,39212.52
ORD10472,SKU1011,Cosmetics,Vendor_02,WH_Mumbai,Sea,273,224,18.39,2024-03-14,2024-03-29,13,0,0.823,5020.47
ORD10473,SKU1002,Skincare,Vendor_05,WH_Bangalore,Road,309,190,83.79,2024-04-22,2024-04-29,6,1,0.616,25891.11
ORD10474,SKU1009,Haircare,Vendor_05,WH_Bangalore,Sea,36,22,86.19,2024-07-17,2024-08-05,17,0,0.629,3102.84
ORD10475,SKU1008,Haircare,Vendor_03,WH_Chennai,Road,122,99,98.66,2023-06-13,2023-06-24,8,0,0.817,12036.52
ORD10476,SKU1001,Skincare,Vendor_04,WH_Mumbai,Rail,188,139,35.43,2023-12-06,2023-12-19,11,0,0.744,6660.84
ORD10477,SKU1012,Cosmetics,Vendor_08,WH_Mumbai,Road,326,253,102.92,2024-11-15,2024-11-21,4,0,0.778,33551.92
ORD10478,SKU1000,Skincare,Vendor_06,WH_Bangalore,Sea,359,292,79.62,2024-01-31,2024-02-15,13,0,0.816,28583.58
ORD10479,SKU1000,Skincare,Vendor_06,WH_Mumbai,Sea,476,456,79.62,2023-02-14,2023-03-04,16,0,0.959,37899.12
ORD10480,SKU1005,Haircare,Vendor_02,WH_Mumbai,Road,273,232,75.43,2024-07-04,2024-07-09,5,1,0.851,20592.39
ORD10481,SKU1010,Cosmetics,Vendor_04,WH_Delhi,Sea,332,285,25.41,2023-07-30,2023-08-15,13,0,0.859,8436.12
ORD10482,SKU1011,Cosmetics,Vendor_03,WH_Delhi,Road,361,229,18.39,2023-12-06,2023-12-13,7,1,0.635,6638.79
ORD10483,SKU1002,Skincare,Vendor_05,WH_Chennai,Road,416,317,83.79,2023-08-22,2023-09-01,8,0,0.763,34856.64
ORD10484,SKU1010,Cosmetics,Vendor_07,WH_Delhi,Air,217,176,25.41,2024-02-03,2024-02-04,1,1,0.814,5513.97
ORD10485,SKU1012,Cosmetics,Vendor_01,WH_Bangalore,Road,391,279,102.92,2024-05-29,2024-06-04,6,1,0.716,40241.72
ORD10486,SKU1009,Haircare,Vendor_05,WH_Mumbai,Sea,54,42,86.19,2024-02-09,2024-02-25,16,1,0.79,4654.26
ORD10487,SKU1002,Skincare,Vendor_07,WH_Bangalore,Air,392,341,83.79,2023-05-28,2023-06-05,6,0,0.871,32845.68
ORD10488,SKU1000,Skincare,Vendor_03,WH_Delhi,Road,293,238,79.62,2023-01-06,2023-01-13,4,0,0.815,23328.66
ORD10489,SKU1004,Skincare,Vendor_06,WH_Mumbai,Rail,117,77,18.49,2024-10-23,2024-11-02,9,1,0.664,2163.33
ORD10490,SKU1009,Haircare,Vendor_05,WH_Chennai,Rail,437,411,86.19,2023-07-05,2023-07-11,6,1,0.941,37665.03
ORD10491,SKU1010,Cosmetics,Vendor_02,WH_Chennai,Air,291,185,25.41,2023-03-10,2023-03-18,6,0,0.639,7394.31
ORD10492,SKU1005,Haircare,Vendor_03,WH_Bangalore,Rail,192,184,75.43,2023-10-19,2023-10-25,6,1,0.96,14482.56
ORD10493,SKU1007,Haircare,Vendor_06,WH_Bangalore,Air,240,198,32.69,2024-08-21,2024-08-28,6,1,0.826,7845.6
ORD10494,SKU1012,Cosmetics,Vendor_07,WH_Chennai,Rail,171,156,102.92,2023-11-17,2023-11-24,6,1,0.914,17599.32
ORD10495,SKU1004,Skincare,Vendor_06,WH_Bangalore,Rail,440,345,18.49,2023-12-06,2023-12-20,11,0,0.785,8135.6
ORD10496,SKU1012,Cosmetics,Vendor_08,WH_Mumbai,Road,166,155,102.92,2024-10-23,2024-10-28,5,1,0.937,17084.72
ORD10497,SKU1014,Cosmetics,Vendor_04,WH_Delhi,Air,285,253,116.99,2024-10-03,2024-10-09,6,1,0.891,33342.15
ORD10498,SKU1013,Cosmetics,Vendor_01,WH_Chennai,Sea,269,220,89.73,2023-08-06,2023-08-23,17,1,0.821,24137.37
ORD10499,SKU1010,Cosmetics,Vendor_03,WH_Delhi,Air,406,265,25.41,2023-08-17,2023-08-23,4,0,0.654,10316.46
ORD10500,SKU1006,Haircare,Vendor_01,WH_Mumbai,Rail,196,176,88.19,2024-12-01,2024-12-12,10,1,0.903,17285.24
ORD10501,SKU1007,Haircare,Vendor_03,WH_Chennai,Rail,91,56,32.69,2024-05-10,2024-05-23,11,0,0.616,2974.79
ORD10502,SKU1003,Skincare,Vendor_05,WH_Bangalore,Air,42,33,74.14,2023-02-13,2023-02-16,2,1,0.807,3113.88
ORD10503,SKU1006,Haircare,Vendor_08,WH_Bangalore,Road,250,160,88.19,2024-10-26,2024-11-01,4,0,0.641,22047.5
ORD10504,SKU1013,Cosmetics,Vendor_05,WH_Delhi,Rail,389,290,89.73,2024-10-31,2024-11-12,9,0,0.746,34904.97
ORD10505,SKU1008,Haircare,Vendor_07,WH_Bangalore,Rail,138,127,98.66,2024-02-20,2024-03-03,10,0,0.927,13615.08
ORD10506,SKU1007,Haircare,Vendor_08,WH_Delhi,Road,415,276,32.69,2023-05-23,2023-06-03,8,0,0.666,13566.35
ORD10507,SKU1008,Haircare,Vendor_05,WH_Delhi,Rail,339,252,98.66,2023-07-11,2023-07-19,7,1,0.745,33445.74
ORD10508,SKU1010,Cosmetics,Vendor_07,WH_Chennai,Air,127,110,25.41,2023-04-27,2023-05-06,6,0,0.87,3227.07
ORD10509,SKU1003,Skincare,Vendor_03,WH_Mumbai,Sea,312,203,74.14,2023-09-07,2023-09-20,13,1,0.651,23131.68
ORD10510,SKU1002,Skincare,Vendor_01,WH_Chennai,Rail,332,321,83.79,2023-06-20,2023-06-28,6,0,0.969,27818.28
ORD10511,SKU1009,Haircare,Vendor_01,WH_Chennai,Air,298,251,86.19,2023-08-10,2023-08-14,1,0,0.843,25684.62
ORD10512,SKU1013,Cosmetics,Vendor_03,WH_Mumbai,Rail,256,235,89.73,2024-09-07,2024-09-17,9,1,0.918,22970.88
ORD10513,SKU1009,Haircare,Vendor_05,WH_Delhi,Rail,347,336,86.19,2024-12-03,2024-12-16,11,0,0.969,29907.93
ORD10514,SKU1003,Skincare,Vendor_07,WH_Chennai,Rail,203,164,74.14,2023-01-17,2023-01-24,6,1,0.809,15050.42
ORD10515,SKU1013,Cosmetics,Vendor_02,WH_Delhi,Rail,86,81,89.73,2024-09-21,2024-09-30,9,1,0.951,7716.78
ORD10516,SKU1001,Skincare,Vendor_03,WH_Bangalore,Road,256,207,35.43,2024-10-26,2024-11-07,9,0,0.809,9070.08
ORD10517,SKU1013,Cosmetics,Vendor_07,WH_Delhi,Rail,32,26,89.73,2024-01-26,2024-02-06,9,0,0.836,2871.36
ORD10518,SKU1006,Haircare,Vendor_05,WH_Chennai,Sea,78,65,88.19,2023-03-27,2023-04-12,14,0,0.839,6878.82
ORD10519,SKU1004,Skincare,Vendor_01,WH_Chennai,Road,106,85,18.49,2024-06-19,2024-06-27,8,1,0.808,1959.94
ORD10520,SKU1010,Cosmetics,Vendor_06,WH_Bangalore,Sea,115,88,25.41,2023-04-20,2023-05-06,15,1,0.77,2922.15
ORD10521,SKU1004,Skincare,Vendor_07,WH_Chennai,Air,447,403,18.49,2023-10-10,2023-10-18,5,0,0.902,8265.03
ORD10522,SKU1008,Haircare,Vendor_08,WH_Bangalore,Rail,411,288,98.66,2024-07-26,2024-08-06,8,0,0.702,40549.26
ORD10523,SKU1009,Haircare,Vendor_07,WH_Mumbai,Rail,186,144,86.19,2023-05-02,2023-05-14,11,1,0.779,16031.34
ORD10524,SKU1001,Skincare,Vendor_07,WH_Delhi,Air,119,79,35.43,2024-09-20,2024-09-25,5,1,0.664,4216.17
ORD10525,SKU1012,Cosmetics,Vendor_03,WH_Mumbai,Sea,56,35,102.92,2024-03-21,2024-04-07,17,1,0.626,5763.52
ORD10526,SKU1005,Haircare,Vendor_01,WH_Delhi,Sea,50,44,75.43,2024-09-20,2024-10-08,16,0,0.885,3771.5
ORD10527,SKU1012,Cosmetics,Vendor_03,WH_Bangalore,Sea,429,403,102.92,2023-01-11,2023-01-28,16,1,0.94,44152.68
ORD10528,SKU1003,Skincare,Vendor_04,WH_Delhi,Rail,27,18,74.14,2023-02-06,2023-02-19,11,0,0.696,2001.78
ORD10529,SKU1002,Skincare,Vendor_05,WH_Mumbai,Sea,54,41,83.79,2024-11-16,2024-12-04,15,0,0.762,4524.66
ORD10530,SKU1008,Haircare,Vendor_02,WH_Bangalore,Road,17,12,98.66,2023-10-19,2023-10-29,8,0,0.739,1677.22
ORD10531,SKU1003,Skincare,Vendor_04,WH_Chennai,Sea,320,225,74.14,2024-08-11,2024-08-27,16,1,0.704,23724.8
ORD10532,SKU1008,Haircare,Vendor_02,WH_Bangalore,Air,64,60,98.66,2023-04-30,2023-05-05,3,0,0.95,6314.24
ORD10533,SKU1011,Cosmetics,Vendor_07,WH_Delhi,Sea,236,206,18.39,2023-12-14,2023-12-31,14,0,0.873,4340.04
ORD10534,SKU1007,Haircare,Vendor_05,WH_Mumbai,Road,69,60,32.69,2024-10-10,2024-10-18,7,1,0.871,2255.61
ORD10535,SKU1012,Cosmetics,Vendor_07,WH_Bangalore,Air,171,150,102.92,2024-07-02,2024-07-07,5,1,0.88,17599.32
ORD10536,SKU1003,Skincare,Vendor_02,WH_Mumbai,Sea,157,129,74.14,2023-12-17,2024-01-04,18,1,0.822,11639.98
ORD10537,SKU1007,Haircare,Vendor_06,WH_Mumbai,Rail,170,166,32.69,2023-10-03,2023-10-14,10,1,0.979,5557.3
ORD10538,SKU1007,Haircare,Vendor_04,WH_Mumbai,Rail,387,264,32.69,2023-09-05,2023-09-18,11,0,0.683,12651.03
ORD10539,SKU1013,Cosmetics,Vendor_06,WH_Chennai,Rail,137,119,89.73,2023-05-03,2023-05-09,6,1,0.87,12293.01
ORD10540,SKU1009,Haircare,Vendor_01,WH_Bangalore,Sea,13,10,86.19,2024-09-27,2024-10-14,15,0,0.797,1120.47
ORD10541,SKU1007,Haircare,Vendor_05,WH_Chennai,Sea,103,64,32.69,2024-08-13,2024-08-28,14,1,0.622,3367.07
ORD10542,SKU1007,Haircare,Vendor_01,WH_Delhi,Air,491,384,32.69,2024-12-03,2024-12-08,4,1,0.783,16050.79
ORD10543,SKU1011,Cosmetics,Vendor_08,WH_Chennai,Air,275,239,18.39,2023-01-09,2023-01-15,6,1,0.87,5057.25
ORD10544,SKU1009,Haircare,Vendor_06,WH_Mumbai,Air,61,49,86.19,2023-09-23,2023-09-29,5,1,0.819,5257.59
ORD10545,SKU1004,Skincare,Vendor_06,WH_Bangalore,Air,251,171,18.49,2024-05-25,2024-05-30,2,0,0.684,4640.99
ORD10546,SKU1005,Haircare,Vendor_07,WH_Mumbai,Air,447,443,75.43,2023-07-04,2023-07-09,4,1,0.992,33717.21
ORD10547,SKU1013,Cosmetics,Vendor_05,WH_Mumbai,Rail,61,41,89.73,2024-03-18,2024-03-31,10,0,0.678,5473.53
ORD10548,SKU1007,Haircare,Vendor_01,WH_Bangalore,Rail,422,421,32.69,2024-05-26,2024-06-05,9,1,0.998,13795.18
ORD10549,SKU1012,Cosmetics,Vendor_05,WH_Mumbai,Air,259,196,102.92,2024-08-04,2024-08-09,5,1,0.759,26656.28
ORD10550,SKU1000,Skincare,Vendor_05,WH_Bangalore,Sea,120,107,79.62,2023-04-09,2023-04-30,18,0,0.898,9554.4
ORD10551,SKU1005,Haircare,Vendor_05,WH_Mumbai,Air,194,143,75.43,2024-02-26,2024-02-27,1,1,0.74,14633.42
ORD10552,SKU1009,Haircare,Vendor_03,WH_Chennai,Air,304,276,86.19,2023-11-29,2023-12-05,3,0,0.91,26201.76
ORD10553,SKU1014,Cosmetics,Vendor_07,WH_Bangalore,Air,50,47,116.99,2024-10-08,2024-10-13,4,1,0.947,5849.5
ORD10554,SKU1006,Haircare,Vendor_07,WH_Bangalore,Road,333,230,88.19,2023-06-15,2023-06-21,4,0,0.691,29367.27
ORD10555,SKU1010,Cosmetics,Vendor_05,WH_Chennai,Sea,159,142,25.41,2024-03-31,2024-04-17,15,0,0.899,4040.19
ORD10556,SKU1006,Haircare,Vendor_03,WH_Delhi,Road,95,92,88.19,2023-08-29,2023-09-05,5,0,0.976,8378.05
ORD10557,SKU1003,Skincare,Vendor_07,WH_Delhi,Road,95,77,74.14,2023-03-07,2023-03-14,4,0,0.819,7043.3
ORD10558,SKU1012,Cosmetics,Vendor_02,WH_Chennai,Road,213,135,102.92,2024-09-24,2024-10-01,6,1,0.634,21921.96
ORD10559,SKU1004,Skincare,Vendor_04,WH_Mumbai,Air,127,82,18.49,2024-10-03,2024-10-08,4,1,0.653,2348.23
ORD10560,SKU1000,Skincare,Vendor_06,WH_Mumbai,Air,27,22,79.62,2024-04-23,2024-04-29,4,0,0.819,2149.74
ORD10561,SKU1011,Cosmetics,Vendor_03,WH_Bangalore,Sea,286,231,18.39,2024-10-13,2024-11-03,18,0,0.809,5259.54
ORD10562,SKU1014,Cosmetics,Vendor_08,WH_Bangalore,Rail,187,139,116.99,2024-03-28,2024-04-05,6,0,0.746,21877.13
ORD10563,SKU1002,Skincare,Vendor_01,WH_Delhi,Road,165,117,83.79,2023-05-20,2023-05-30,8,0,0.715,13825.35
ORD10564,SKU1011,Cosmetics,Vendor_08,WH_Mumbai,Sea,482,442,18.39,2023-01-10,2023-01-28,15,0,0.919,8863.98
ORD10565,SKU1012,Cosmetics,Vendor_06,WH_Mumbai,Rail,13,9,102.92,2024-07-28,2024-08-09,9,0,0.758,1337.96
ORD10566,SKU1011,Cosmetics,Vendor_07,WH_Mumbai,Sea,387,297,18.39,2023-09-27,2023-10-11,14,1,0.769,7116.93
ORD10567,SKU1008,Haircare,Vendor_05,WH_Delhi,Air,401,306,98.66,2024-06-28,2024-07-06,6,0,0.765,39562.66
ORD10568,SKU1002,Skincare,Vendor_05,WH_Chennai,Road,79,56,83.79,2024-04-11,2024-04-23,9,0,0.709,6619.41
ORD10569,SKU1003,Skincare,Vendor_01,WH_Delhi,Rail,174,117,74.14,2024-07-01,2024-07-07,6,1,0.674,12900.36
ORD10570,SKU1004,Skincare,Vendor_03,WH_Delhi,Sea,147,93,18.49,2023-01-09,2023-01-28,18,1,0.636,2718.03
ORD10571,SKU1007,Haircare,Vendor_06,WH_Delhi,Sea,121,94,32.69,2024-05-25,2024-06-11,15,0,0.785,3955.49
ORD10572,SKU1005,Haircare,Vendor_03,WH_Mumbai,Road,51,41,75.43,2024-02-06,2024-02-12,6,1,0.817,3846.93
ORD10573,SKU1003,Skincare,Vendor_05,WH_Chennai,Sea,468,352,74.14,2023-05-05,2023-05-19,13,1,0.754,34697.52
ORD10574,SKU1003,Skincare,Vendor_01,WH_Bangalore,Rail,387,305,74.14,2023-04-07,2023-04-17,9,1,0.789,28692.18
ORD10575,SKU1014,Cosmetics,Vendor_03,WH_Bangalore,Road,175,122,116.99,2024-07-16,2024-07-25,9,1,0.701,20473.25
ORD10576,SKU1003,Skincare,Vendor_01,WH_Mumbai,Rail,194,141,74.14,2023-08-30,2023-09-08,6,0,0.73,14383.16
ORD10577,SKU1012,Cosmetics,Vendor_02,WH_Chennai,Sea,151,125,102.92,2023-01-10,2023-01-24,14,1,0.832,15540.92
ORD10578,SKU1011,Cosmetics,Vendor_03,WH_Bangalore,Air,315,252,18.39,2023-09-12,2023-09-14,1,1,0.8,5792.85
ORD10579,SKU1014,Cosmetics,Vendor_01,WH_Delhi,Road,398,350,116.99,2024-10-22,2024-10-29,6,1,0.881,46562.02
ORD10580,SKU1002,Skincare,Vendor_04,WH_Chennai,Air,259,238,83.79,2024-10-22,2024-10-29,5,0,0.922,21701.61
